order_id,due date,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,planned_day
98,75568,4,FUSE0,9,FUSE1,9,FUSE2,10,1,3
132,76231,2,FUSE0,8,FUSE1,8,FUSE2,9,1,3
138,76289,1,FUSE0,9,FUSE1,9,FUSE2,10,1,3
294,80409,1,FUSE0,9,FUSE1,9,FUSE2,9,1,3
297,82457,3,FUSE0,8,FUSE1,8,FUSE2,9,1,3
103,84764,1,FUSE0,8,FUSE1,8,FUSE2,8,1,3
213,85452,3,FUSE0,9,FUSE1,9,FUSE2,11,1,3
106,86530,1,FUSE0,8,FUSE1,8,FUSE2,9,1,3
137,87087,3,FUSE0,8,FUSE1,7,FUSE2,8,1,3
66,88603,1,FUSE0,8,FUSE1,8,FUSE2,8,1,3
6,88839,4,FUSE0,7,FUSE1,7,FUSE2,8,1,3
234,90324,2,FUSE0,8,FUSE1,8,FUSE2,8,1,3
343,94177,1,FUSE0,6,FUSE1,6,FUSE2,7,1,3
7,96008,5,FUSE0,9,FUSE1,9,FUSE2,9,1,3
186,96567,3,FUSE0,8,FUSE1,8,FUSE2,9,1,3
126,97180,2,FUSE0,8,FUSE1,8,FUSE2,10,1,4
27,101759,1,FUSE0,9,FUSE1,9,FUSE2,10,1,4
229,105052,1,FUSE0,8,FUSE1,8,FUSE2,7,1,4
31,106310,2,FUSE0,8,FUSE1,8,FUSE2,8,1,4
122,106468,1,FUSE0,10,FUSE1,10,FUSE2,9,1,4
14,106927,1,FUSE0,8,FUSE1,8,FUSE2,9,1,4
282,109745,2,FUSE0,7,FUSE1,7,FUSE2,8,1,4
272,110958,2,FUSE0,7,FUSE1,6,FUSE2,7,1,4
188,111408,1,FUSE0,9,FUSE1,10,FUSE2,10,1,4
142,114146,1,FUSE0,9,FUSE1,9,FUSE2,10,1,4
75,116240,5,FUSE0,10,FUSE1,9,FUSE2,10,1,4
176,120211,4,FUSE0,8,FUSE1,8,FUSE2,8,1,4
93,120438,3,FUSE0,10,FUSE1,10,FUSE2,9,1,4
39,120593,1,FUSE0,8,FUSE1,8,FUSE2,7,1,4
241,120688,1,FUSE0,7,FUSE1,8,FUSE2,8,1,4
251,120849,1,FUSE0,7,FUSE1,8,FUSE2,8,1,4
318,122041,1,FUSE0,8,FUSE1,8,FUSE2,8,1,4
131,124648,2,FUSE0,9,FUSE1,9,FUSE2,8,1,4
92,126280,1,FUSE0,8,FUSE1,9,FUSE2,8,1,5
206,126429,1,FUSE0,8,FUSE1,8,FUSE2,7,1,5
190,127262,4,FUSE0,7,FUSE1,7,FUSE2,8,1,5
48,128166,2,FUSE0,8,FUSE1,8,FUSE2,9,1,5
321,128944,3,FUSE0,8,FUSE1,8,FUSE2,8,1,5
16,131233,1,FUSE0,9,FUSE1,9,FUSE2,8,1,5
189,131628,1,FUSE0,10,FUSE1,9,FUSE2,10,1,5
344,133909,1,FUSE0,7,FUSE1,7,FUSE2,7,1,5
274,136689,1,FUSE0,10,FUSE1,10,FUSE2,9,1,5
29,137182,2,FUSE0,8,FUSE1,8,FUSE2,9,1,5
191,137197,1,FUSE0,9,FUSE1,9,FUSE2,8,1,5
261,137742,4,FUSE0,8,FUSE1,8,FUSE2,7,1,5
339,138861,1,FUSE0,8,FUSE1,8,FUSE2,9,1,5
312,140637,1,FUSE0,9,FUSE1,9,FUSE2,9,1,5
290,140953,1,FUSE0,8,FUSE1,8,FUSE2,9,1,5
222,147249,1,FUSE0,9,FUSE1,9,FUSE2,9,1,5
166,147558,1,FUSE0,9,FUSE1,9,FUSE2,9,1,5
42,148878,1,FUSE0,9,FUSE1,9,FUSE2,9,2,6
305,150699,2,FUSE0,8,FUSE1,8,FUSE2,8,2,6
215,151605,1,FUSE0,9,FUSE1,9,FUSE2,8,2,6
72,151823,1,FUSE0,8,FUSE1,8,FUSE2,8,2,6
255,152504,1,FUSE0,8,FUSE1,8,FUSE2,7,2,6
77,152902,4,FUSE0,8,FUSE1,8,FUSE2,7,2,6
326,152962,2,FUSE0,9,FUSE1,9,FUSE2,9,2,6
228,153130,1,FUSE0,8,FUSE1,8,FUSE2,8,2,6
285,155917,3,FUSE0,9,FUSE1,9,FUSE2,9,2,6
349,156428,1,FUSE0,10,FUSE1,9,FUSE2,10,2,6
67,157110,1,FUSE0,9,FUSE1,10,FUSE2,10,2,6
60,158630,3,FUSE0,8,FUSE1,7,FUSE2,7,2,6
204,159746,4,FUSE0,7,FUSE1,7,FUSE2,8,2,6
85,162721,2,FUSE0,8,FUSE1,9,FUSE2,9,2,6
267,164053,1,FUSE0,8,FUSE1,8,FUSE2,8,2,6
341,164426,1,FUSE0,7,FUSE1,7,FUSE2,8,2,6
265,167010,1,FUSE0,7,FUSE1,7,FUSE2,8,2,6
55,173677,2,FUSE0,8,FUSE1,8,FUSE2,9,2,7
30,174263,4,FUSE0,8,FUSE1,8,FUSE2,9,2,7
100,174836,1,FUSE0,7,FUSE1,7,FUSE2,7,2,7
345,175016,1,FUSE0,8,FUSE1,7,FUSE2,8,2,7
143,176797,1,FUSE0,9,FUSE1,9,FUSE2,10,2,7
46,178506,1,FUSE0,8,FUSE1,8,FUSE2,7,2,7
45,180557,2,FUSE0,10,FUSE1,9,FUSE2,10,2,7
253,180788,1,FUSE0,8,FUSE1,9,FUSE2,9,2,7
240,181198,1,FUSE0,8,FUSE1,8,FUSE2,8,2,7
330,183477,2,FUSE0,9,FUSE1,9,FUSE2,9,2,7
245,184752,1,FUSE0,8,FUSE1,8,FUSE2,8,2,7
276,186266,1,FUSE0,9,FUSE1,9,FUSE2,9,2,7
58,188346,1,FUSE0,8,FUSE1,8,FUSE2,9,2,7
101,188369,1,FUSE0,8,FUSE1,8,FUSE2,9,2,7
331,189477,1,FUSE0,8,FUSE1,8,FUSE2,9,2,7
327,191881,1,FUSE0,8,FUSE1,8,FUSE2,7,2,7
159,193953,1,FUSE0,8,FUSE1,7,FUSE2,8,2,7
15,197946,1,FUSE0,10,FUSE1,9,FUSE2,9,2,7
311,198962,1,FUSE0,9,FUSE1,9,FUSE2,8,2,8
56,200143,1,FUSE0,8,FUSE1,8,FUSE2,8,2,8
317,200674,1,FUSE0,8,FUSE1,8,FUSE2,9,2,8
256,203909,1,FUSE0,9,FUSE1,9,FUSE2,9,2,8
301,204044,1,FUSE0,10,FUSE1,10,FUSE2,9,2,8
10,204323,2,FUSE0,9,FUSE1,9,FUSE2,9,2,8
281,206334,1,FUSE0,8,FUSE1,9,FUSE2,9,2,8
192,211105,5,FUSE0,9,FUSE1,9,FUSE2,10,2,8
198,211828,1,FUSE0,8,FUSE1,8,FUSE2,9,2,8
179,212943,1,FUSE0,9,FUSE1,9,FUSE2,10,2,8
280,215976,1,FUSE0,8,FUSE1,8,FUSE2,9,2,8
20,217663,1,FUSE0,8,FUSE1,8,FUSE2,9,2,8
346,217783,1,FUSE0,6,FUSE1,6,FUSE2,7,2,8
155,218663,1,FUSE0,7,FUSE1,7,FUSE2,6,2,8
147,218824,1,FUSE0,8,FUSE1,8,FUSE2,9,2,8
18,220782,1,FUSE0,8,FUSE1,8,FUSE2,8,2,8
203,223424,1,FUSE0,8,FUSE1,9,FUSE2,9,2,8
174,232607,1,FUSE0,9,FUSE1,9,FUSE2,9,2,9
315,236389,1,FUSE0,9,FUSE1,9,FUSE2,10,2,9
88,239735,2,FUSE0,7,FUSE1,7,FUSE2,8,2,9
135,242503,1,FUSE0,8,FUSE1,8,FUSE2,7,2,9
172,242932,1,FUSE0,8,FUSE1,8,FUSE2,7,2,9
212,243010,1,FUSE0,8,FUSE1,8,FUSE2,8,2,9
145,243531,1,FUSE0,10,FUSE1,10,FUSE2,9,2,9
117,246475,1,FUSE0,8,FUSE1,8,FUSE2,8,2,9
246,246813,4,FUSE0,9,FUSE1,9,FUSE2,9,2,9
17,247862,2,FUSE0,9,FUSE1,9,FUSE2,9,2,9
70,250200,1,FUSE0,8,FUSE1,8,FUSE2,8,2,9
214,251441,1,FUSE0,8,FUSE1,8,FUSE2,8,2,9
208,253259,1,FUSE0,9,FUSE1,9,FUSE2,8,2,9
65,253650,1,FUSE0,8,FUSE1,9,FUSE2,9,2,9
9,255134,1,FUSE0,8,FUSE1,8,FUSE2,7,2,9
199,259664,4,FUSE0,8,FUSE1,8,FUSE2,9,2,9
69,259881,1,FUSE0,6,FUSE1,6,FUSE2,7,2,9
41,260238,1,FUSE0,8,FUSE1,8,FUSE2,7,2,9
11,262355,1,FUSE0,10,FUSE1,10,FUSE2,10,2,10
230,262949,1,FUSE0,9,FUSE1,8,FUSE2,9,2,10
62,266649,1,FUSE0,8,FUSE1,8,FUSE2,9,2,10
124,268259,1,FUSE0,8,FUSE1,8,FUSE2,9,2,10
233,272904,1,FUSE0,8,FUSE1,8,FUSE2,7,2,10
187,276075,1,FUSE0,9,FUSE1,10,FUSE2,9,2,10
283,277080,5,FUSE0,10,FUSE1,10,FUSE2,10,2,10
333,277410,1,FUSE0,9,FUSE1,9,FUSE2,8,2,10
200,279037,1,FUSE0,8,FUSE1,8,FUSE2,8,2,10
340,280453,2,FUSE0,6,FUSE1,6,FUSE2,6,2,10
348,281447,4,FUSE0,9,FUSE1,9,FUSE2,9,2,10
44,283866,2,FUSE0,9,FUSE1,9,FUSE2,9,2,10
207,287456,1,FUSE0,9,FUSE1,9,FUSE2,10,2,10
95,287966,1,FUSE0,9,FUSE1,9,FUSE2,9,2,10
177,289196,2,FUSE0,9,FUSE1,9,FUSE2,10,2,10
115,291961,3,FUSE0,10,FUSE1,9,FUSE2,10,2,10
25,294610,2,FUSE0,9,FUSE1,9,FUSE2,9,3,11
342,296155,1,FUSE0,8,FUSE1,8,FUSE2,8,3,11
134,296195,1,FUSE0,8,FUSE1,8,FUSE2,7,3,11
79,298834,1,FUSE0,7,FUSE1,7,FUSE2,8,3,11
264,299395,1,FUSE0,9,FUSE1,8,FUSE2,9,3,11
201,300958,1,FUSE0,8,FUSE1,8,FUSE2,7,3,11
237,302055,1,FUSE0,8,FUSE1,8,FUSE2,9,3,11
162,303556,4,FUSE0,9,FUSE1,9,FUSE2,10,3,11
334,303717,2,FUSE0,9,FUSE1,9,FUSE2,10,3,11
156,305075,1,FUSE0,8,FUSE1,9,FUSE2,9,3,11
196,309115,2,FUSE0,7,FUSE1,7,FUSE2,6,3,11
35,309227,2,FUSE0,9,FUSE1,9,FUSE2,9,3,11
28,312043,1,FUSE0,9,FUSE1,9,FUSE2,9,3,11
38,313942,5,FUSE0,8,FUSE1,8,FUSE2,8,3,11
211,314171,2,FUSE0,7,FUSE1,7,FUSE2,8,3,11
125,314231,2,FUSE0,8,FUSE1,8,FUSE2,9,3,11
260,315110,1,FUSE0,9,FUSE1,9,FUSE2,10,3,11
116,315572,2,FUSE0,8,FUSE1,8,FUSE2,9,3,11
259,319184,1,FUSE0,8,FUSE1,7,FUSE2,8,3,12
37,319267,1,FUSE0,9,FUSE1,9,FUSE2,8,3,12
169,319417,4,FUSE0,9,FUSE1,9,FUSE2,8,3,12
43,320031,2,FUSE0,8,FUSE1,8,FUSE2,8,3,12
263,320353,2,FUSE0,9,FUSE1,9,FUSE2,10,3,12
221,320884,3,FUSE0,9,FUSE1,9,FUSE2,8,3,12
49,321875,1,FUSE0,8,FUSE1,8,FUSE2,7,3,12
4,323894,2,FUSE0,8,FUSE1,8,FUSE2,9,3,12
160,323964,1,FUSE0,8,FUSE1,8,FUSE2,8,3,12
308,325408,3,FUSE0,9,FUSE1,9,FUSE2,9,3,12
73,326669,1,FUSE0,10,FUSE1,10,FUSE2,10,3,12
277,327560,1,FUSE0,8,FUSE1,8,FUSE2,8,3,12
81,327887,2,FUSE0,7,FUSE1,7,FUSE2,8,3,12
185,329355,3,FUSE0,9,FUSE1,8,FUSE2,9,3,12
151,330979,4,FUSE0,8,FUSE1,8,FUSE2,9,3,12
244,331807,1,FUSE0,9,FUSE1,10,FUSE2,10,3,12
153,332082,1,FUSE0,8,FUSE1,8,FUSE2,7,3,12
269,332302,1,FUSE0,7,FUSE1,7,FUSE2,9,3,13
91,336332,3,FUSE0,8,FUSE1,8,FUSE2,8,3,13
289,338684,1,FUSE0,6,FUSE1,6,FUSE2,7,3,13
205,338890,1,FUSE0,7,FUSE1,7,FUSE2,7,3,13
130,339354,1,FUSE0,7,FUSE1,8,FUSE2,8,3,13
152,339468,1,FUSE0,9,FUSE1,9,FUSE2,9,3,13
105,339742,1,FUSE0,9,FUSE1,10,FUSE2,10,3,13
338,340308,1,FUSE0,7,FUSE1,7,FUSE2,7,3,13
216,342213,1,FUSE0,8,FUSE1,8,FUSE2,8,3,13
292,343878,1,FUSE0,8,FUSE1,8,FUSE2,7,3,13
309,344323,1,FUSE0,9,FUSE1,9,FUSE2,8,3,13
271,344447,5,FUSE0,10,FUSE1,10,FUSE2,9,3,13
193,346027,1,FUSE0,10,FUSE1,9,FUSE2,10,3,13
23,349665,1,FUSE0,8,FUSE1,7,FUSE2,8,3,13
104,350034,1,FUSE0,7,FUSE1,7,FUSE2,8,3,13
111,353165,2,FUSE0,9,FUSE1,9,FUSE2,10,3,13
202,353595,1,FUSE0,8,FUSE1,8,FUSE2,9,3,13
293,354370,1,FUSE0,8,FUSE1,8,FUSE2,8,3,13
304,354560,1,FUSE0,9,FUSE1,9,FUSE2,10,3,14
319,355019,1,FUSE0,7,FUSE1,7,FUSE2,8,3,14
227,355820,1,FUSE0,8,FUSE1,8,FUSE2,8,3,14
225,359674,1,FUSE0,9,FUSE1,9,FUSE2,9,3,14
300,361952,3,FUSE0,8,FUSE1,8,FUSE2,7,3,14
295,367797,1,FUSE0,8,FUSE1,8,FUSE2,9,3,14
107,369502,1,FUSE0,8,FUSE1,8,FUSE2,8,3,14
236,370530,1,FUSE0,9,FUSE1,9,FUSE2,9,3,14
150,372630,1,FUSE0,8,FUSE1,8,FUSE2,7,3,14
197,374567,1,FUSE0,8,FUSE1,8,FUSE2,9,3,14
223,376330,2,FUSE0,8,FUSE1,8,FUSE2,8,3,14
306,376889,1,FUSE0,7,FUSE1,7,FUSE2,8,3,14
313,380827,1,FUSE0,9,FUSE1,9,FUSE2,8,3,14
57,381851,1,FUSE0,8,FUSE1,8,FUSE2,9,3,14
270,384183,4,FUSE0,8,FUSE1,8,FUSE2,9,3,14
74,385784,3,FUSE0,8,FUSE1,8,FUSE2,9,3,14
210,386735,1,FUSE0,9,FUSE1,9,FUSE2,10,3,14
182,388751,1,FUSE0,8,FUSE1,8,FUSE2,9,3,15
335,389846,2,FUSE0,8,FUSE1,8,FUSE2,7,3,15
53,391094,1,FUSE0,8,FUSE1,8,FUSE2,8,3,15
127,392288,1,FUSE0,7,FUSE1,7,FUSE2,8,3,15
268,393647,1,FUSE0,9,FUSE1,9,FUSE2,10,3,15
243,394374,2,FUSE0,9,FUSE1,9,FUSE2,9,3,15
97,399273,1,FUSE0,8,FUSE1,8,FUSE2,7,3,15
219,406483,2,FUSE0,9,FUSE1,8,FUSE2,9,3,15
13,408074,3,FUSE0,8,FUSE1,7,FUSE2,8,3,15
128,409453,2,FUSE0,8,FUSE1,8,FUSE2,8,3,15
328,410462,1,FUSE0,9,FUSE1,9,FUSE2,10,3,15
232,413816,3,FUSE0,9,FUSE1,9,FUSE2,9,3,15
195,415373,1,FUSE0,9,FUSE1,9,FUSE2,8,3,15
217,415576,1,FUSE0,8,FUSE1,8,FUSE2,8,3,15
146,417329,1,FUSE0,9,FUSE1,9,FUSE2,10,3,15
218,417563,2,FUSE0,8,FUSE1,7,FUSE2,8,3,15
164,418686,4,FUSE0,6,FUSE1,6,FUSE2,6,3,15
118,419244,1,FUSE0,8,FUSE1,8,FUSE2,9,3,15
110,419650,1,FUSE0,9,FUSE1,9,FUSE2,9,4,16
170,426862,2,FUSE0,9,FUSE1,9,FUSE2,8,4,16
183,427828,1,FUSE0,9,FUSE1,9,FUSE2,10,4,16
298,428411,2,FUSE0,8,FUSE1,8,FUSE2,7,4,16
78,429151,1,FUSE0,8,FUSE1,7,FUSE2,8,4,16
133,434740,4,FUSE0,9,FUSE1,9,FUSE2,8,4,16
242,435355,1,FUSE0,7,FUSE1,7,FUSE2,6,4,16
275,435482,5,FUSE0,8,FUSE1,8,FUSE2,7,4,16
337,438715,1,FUSE0,9,FUSE1,10,FUSE2,10,4,16
220,442968,1,FUSE0,8,FUSE1,8,FUSE2,9,4,16
61,445663,4,FUSE0,9,FUSE1,9,FUSE2,8,4,16
50,446235,2,FUSE0,8,FUSE1,8,FUSE2,9,4,16
209,447236,1,FUSE0,9,FUSE1,9,FUSE2,9,4,16
175,449210,3,FUSE0,7,FUSE1,7,FUSE2,7,4,16
180,450164,1,FUSE0,7,FUSE1,7,FUSE2,8,4,16
163,450232,1,FUSE0,9,FUSE1,9,FUSE2,9,4,16
287,450319,1,FUSE0,9,FUSE1,9,FUSE2,10,4,16
141,451098,2,FUSE0,8,FUSE1,8,FUSE2,8,4,17
8,452803,1,FUSE0,9,FUSE1,9,FUSE2,10,4,17
239,452926,1,FUSE0,8,FUSE1,8,FUSE2,7,4,17
83,456316,1,FUSE0,8,FUSE1,8,FUSE2,8,4,17
136,462026,3,FUSE0,8,FUSE1,8,FUSE2,8,4,17
149,463047,4,FUSE0,8,FUSE1,8,FUSE2,9,4,17
21,463214,2,FUSE0,9,FUSE1,9,FUSE2,9,4,17
231,464659,5,FUSE0,9,FUSE1,9,FUSE2,9,4,17
102,465335,2,FUSE0,8,FUSE1,8,FUSE2,7,4,17
284,466262,2,FUSE0,9,FUSE1,8,FUSE2,9,4,17
302,467302,1,FUSE0,7,FUSE1,7,FUSE2,8,4,17
307,469543,1,FUSE0,9,FUSE1,9,FUSE2,8,4,17
316,470460,2,FUSE0,8,FUSE1,8,FUSE2,7,4,17
238,471259,2,FUSE0,9,FUSE1,9,FUSE2,8,4,17
87,474774,2,FUSE0,8,FUSE1,8,FUSE2,8,4,17
194,474951,1,FUSE0,8,FUSE1,8,FUSE2,8,4,17
24,476101,1,FUSE0,9,FUSE1,8,FUSE2,9,4,17
68,476609,5,FUSE0,9,FUSE1,9,FUSE2,8,4,17
252,481440,1,FUSE0,10,FUSE1,10,FUSE2,10,4,18
325,484315,3,FUSE0,8,FUSE1,8,FUSE2,9,4,18
64,484528,1,FUSE0,9,FUSE1,9,FUSE2,10,4,18
121,488577,2,FUSE0,7,FUSE1,7,FUSE2,7,4,18
140,490144,1,FUSE0,8,FUSE1,8,FUSE2,7,4,18
336,491684,1,FUSE0,9,FUSE1,9,FUSE2,8,4,18
165,492709,4,FUSE0,10,FUSE1,9,FUSE2,10,4,18
52,494446,1,FUSE0,7,FUSE1,7,FUSE2,8,4,18
329,496395,1,FUSE0,8,FUSE1,8,FUSE2,8,4,18
82,499119,2,FUSE0,9,FUSE1,9,FUSE2,9,4,18
33,499150,1,FUSE0,7,FUSE1,7,FUSE2,7,4,18
314,499794,5,FUSE0,6,FUSE1,6,FUSE2,8,4,18
173,502587,1,FUSE0,9,FUSE1,9,FUSE2,8,4,18
249,503210,1,FUSE0,8,FUSE1,8,FUSE2,7,4,18
158,508425,1,FUSE0,10,FUSE1,10,FUSE2,10,4,18
262,512333,1,FUSE0,9,FUSE1,9,FUSE2,9,4,18
273,513697,2,FUSE0,8,FUSE1,8,FUSE2,7,4,18
54,515218,1,FUSE0,9,FUSE1,9,FUSE2,8,4,19
99,518163,2,FUSE0,8,FUSE1,8,FUSE2,8,4,19
109,519233,1,FUSE0,9,FUSE1,9,FUSE2,8,4,19
258,522814,1,FUSE0,8,FUSE1,8,FUSE2,8,4,19
250,523980,1,FUSE0,8,FUSE1,8,FUSE2,9,4,19
86,524423,2,FUSE0,7,FUSE1,7,FUSE2,8,4,19
34,525427,3,FUSE0,9,FUSE1,9,FUSE2,8,4,19
32,527141,1,FUSE0,9,FUSE1,8,FUSE2,9,4,19
71,529596,3,FUSE0,8,FUSE1,8,FUSE2,8,4,19
286,529773,3,FUSE0,9,FUSE1,9,FUSE2,9,4,19
279,529858,3,FUSE0,9,FUSE1,9,FUSE2,9,4,19
96,531703,1,FUSE0,8,FUSE1,8,FUSE2,10,4,19
322,531821,1,FUSE0,9,FUSE1,9,FUSE2,9,4,19
80,532899,1,FUSE0,8,FUSE1,8,FUSE2,7,4,19
12,537821,2,FUSE0,8,FUSE1,8,FUSE2,9,4,19
254,539413,1,FUSE0,7,FUSE1,7,FUSE2,8,4,19
266,540876,1,FUSE0,7,FUSE1,7,FUSE2,7,4,19
26,541871,4,FUSE0,7,FUSE1,7,FUSE2,8,4,19
76,544183,1,FUSE0,8,FUSE1,8,FUSE2,8,4,20
120,544261,2,FUSE0,8,FUSE1,8,FUSE2,8,4,20
167,545600,1,FUSE0,9,FUSE1,9,FUSE2,10,4,20
114,546503,1,FUSE0,10,FUSE1,10,FUSE2,11,4,20
89,547706,1,FUSE0,8,FUSE1,8,FUSE2,8,4,20
235,548061,1,FUSE0,9,FUSE1,9,FUSE2,8,4,20
168,548181,2,FUSE0,9,FUSE1,9,FUSE2,8,4,20
320,549115,1,FUSE0,8,FUSE1,8,FUSE2,7,4,20
332,549371,1,FUSE0,8,FUSE1,8,FUSE2,9,4,20
224,549918,1,FUSE0,8,FUSE1,8,FUSE2,8,4,20
350,552172,2,FUSE0,9,FUSE1,8,FUSE2,9,4,20
157,555973,1,FUSE0,7,FUSE1,7,FUSE2,7,4,20
51,558669,1,FUSE0,9,FUSE1,8,FUSE2,9,4,20
90,559827,1,FUSE0,8,FUSE1,8,FUSE2,8,4,20
40,560346,1,FUSE0,9,FUSE1,9,FUSE2,9,4,20
226,561475,1,FUSE0,7,FUSE1,7,FUSE2,8,4,20
129,563695,1,FUSE0,6,FUSE1,6,FUSE2,6,4,20
22,564753,2,FUSE0,10,FUSE1,10,FUSE2,9,4,20
303,573550,2,FUSE0,8,FUSE1,8,FUSE2,8,5,21
