order_id,due date,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2
109,519233,1,FUSE0,9,FUSE1,9,FUSE2,8
110,419650,1,FUSE0,9,FUSE1,9,FUSE2,9
111,353165,2,FUSE0,9,FUSE1,9,FUSE2,10
112,71682,3,FUSE0,9,FUSE1,9,FUSE2,8
113,73082,1,FUSE0,9,FUSE1,9,FUSE2,9
114,546503,1,FUSE0,10,FUSE1,10,FUSE2,11
115,291961,3,FUSE0,10,FUSE1,9,FUSE2,10
116,315572,2,FUSE0,8,FUSE1,8,FUSE2,9
117,246475,1,FUSE0,8,FUSE1,8,FUSE2,8
118,419244,1,FUSE0,8,FUSE1,8,FUSE2,9
119,67551,4,FUSE0,9,FUSE1,9,FUSE2,8
120,544261,2,FUSE0,8,FUSE1,8,FUSE2,8
121,488577,2,FUSE0,7,FUSE1,7,FUSE2,7
122,106468,1,FUSE0,10,FUSE1,10,FUSE2,9
123,73522,1,FUSE0,8,FUSE1,8,FUSE2,8
124,268259,1,FUSE0,8,FUSE1,8,FUSE2,9
125,314231,2,FUSE0,8,FUSE1,8,FUSE2,9
126,97180,2,FUSE0,8,FUSE1,8,FUSE2,10
127,392288,1,FUSE0,7,FUSE1,7,FUSE2,8
128,409453,2,FUSE0,8,FUSE1,8,FUSE2,8
129,563695,1,FUSE0,6,FUSE1,6,FUSE2,6
130,339354,1,FUSE0,7,FUSE1,8,FUSE2,8
131,124648,2,FUSE0,9,FUSE1,9,FUSE2,8
132,76231,2,FUSE0,8,FUSE1,8,FUSE2,9
133,434740,4,FUSE0,9,FUSE1,9,FUSE2,8
134,296195,1,FUSE0,8,FUSE1,8,FUSE2,7
135,242503,1,FUSE0,8,FUSE1,8,FUSE2,7
136,462026,3,FUSE0,8,FUSE1,8,FUSE2,8
137,87087,3,FUSE0,8,FUSE1,7,FUSE2,8
138,76289,1,FUSE0,9,FUSE1,9,FUSE2,10
139,61952,3,FUSE0,10,FUSE1,9,FUSE2,10
140,490144,1,FUSE0,8,FUSE1,8,FUSE2,7
141,451098,2,FUSE0,8,FUSE1,8,FUSE2,8
142,114146,1,FUSE0,9,FUSE1,9,FUSE2,10
143,176797,1,FUSE0,9,FUSE1,9,FUSE2,10
144,7766,1,FUSE0,8,FUSE1,8,FUSE2,9
145,243531,1,FUSE0,10,FUSE1,10,FUSE2,9
146,417329,1,FUSE0,9,FUSE1,9,FUSE2,10
147,218824,1,FUSE0,8,FUSE1,8,FUSE2,9
148,40817,1,FUSE0,8,FUSE1,8,FUSE2,8
149,463047,4,FUSE0,8,FUSE1,8,FUSE2,9
150,372630,1,FUSE0,8,FUSE1,8,FUSE2,7
151,330979,4,FUSE0,8,FUSE1,8,FUSE2,9
152,339468,1,FUSE0,9,FUSE1,9,FUSE2,9
153,332082,1,FUSE0,8,FUSE1,8,FUSE2,7
154,67691,2,FUSE0,9,FUSE1,9,FUSE2,10
155,218663,1,FUSE0,7,FUSE1,7,FUSE2,6
156,305075,1,FUSE0,8,FUSE1,9,FUSE2,9
157,555973,1,FUSE0,7,FUSE1,7,FUSE2,7
158,508425,1,FUSE0,10,FUSE1,10,FUSE2,10
159,193953,1,FUSE0,8,FUSE1,7,FUSE2,8
160,323964,1,FUSE0,8,FUSE1,8,FUSE2,8
161,54808,2,FUSE0,7,FUSE1,7,FUSE2,8
162,303556,4,FUSE0,9,FUSE1,9,FUSE2,10
163,450232,1,FUSE0,9,FUSE1,9,FUSE2,9
164,418686,4,FUSE0,6,FUSE1,6,FUSE2,6
165,492709,4,FUSE0,10,FUSE1,9,FUSE2,10
166,147558,1,FUSE0,9,FUSE1,9,FUSE2,9
167,545600,1,FUSE0,9,FUSE1,9,FUSE2,10
168,548181,2,FUSE0,9,FUSE1,9,FUSE2,8
169,319417,4,FUSE0,9,FUSE1,9,FUSE2,8
170,426862,2,FUSE0,9,FUSE1,9,FUSE2,8
171,16935,1,FUSE0,9,FUSE1,9,FUSE2,8
172,242932,1,FUSE0,8,FUSE1,8,FUSE2,7
173,502587,1,FUSE0,9,FUSE1,9,FUSE2,8
174,232607,1,FUSE0,9,FUSE1,9,FUSE2,9
175,449210,3,FUSE0,7,FUSE1,7,FUSE2,7
176,120211,4,FUSE0,8,FUSE1,8,FUSE2,8
177,289196,2,FUSE0,9,FUSE1,9,FUSE2,10
178,58306,1,FUSE0,8,FUSE1,8,FUSE2,8
179,212943,1,FUSE0,9,FUSE1,9,FUSE2,10
180,450164,1,FUSE0,7,FUSE1,7,FUSE2,8
181,16321,3,FUSE0,9,FUSE1,10,FUSE2,10
182,388751,1,FUSE0,8,FUSE1,8,FUSE2,9
183,427828,1,FUSE0,9,FUSE1,9,FUSE2,10
184,27141,1,FUSE0,9,FUSE1,9,FUSE2,9
185,329355,3,FUSE0,9,FUSE1,8,FUSE2,9
186,96567,3,FUSE0,8,FUSE1,8,FUSE2,9
187,276075,1,FUSE0,9,FUSE1,10,FUSE2,9
188,111408,1,FUSE0,9,FUSE1,10,FUSE2,10
189,131628,1,FUSE0,10,FUSE1,9,FUSE2,10
190,127262,4,FUSE0,7,FUSE1,7,FUSE2,8
191,137197,1,FUSE0,9,FUSE1,9,FUSE2,8
192,211105,5,FUSE0,9,FUSE1,9,FUSE2,10
193,346027,1,FUSE0,10,FUSE1,9,FUSE2,10
194,474951,1,FUSE0,8,FUSE1,8,FUSE2,8
195,415373,1,FUSE0,9,FUSE1,9,FUSE2,8
196,309115,2,FUSE0,7,FUSE1,7,FUSE2,6
197,374567,1,FUSE0,8,FUSE1,8,FUSE2,9
198,211828,1,FUSE0,8,FUSE1,8,FUSE2,9
199,259664,4,FUSE0,8,FUSE1,8,FUSE2,9
200,279037,1,FUSE0,8,FUSE1,8,FUSE2,8
201,300958,1,FUSE0,8,FUSE1,8,FUSE2,7
202,353595,1,FUSE0,8,FUSE1,8,FUSE2,9
203,223424,1,FUSE0,8,FUSE1,9,FUSE2,9
204,159746,4,FUSE0,7,FUSE1,7,FUSE2,8
205,338890,1,FUSE0,7,FUSE1,7,FUSE2,7
206,126429,1,FUSE0,8,FUSE1,8,FUSE2,7
207,287456,1,FUSE0,9,FUSE1,9,FUSE2,10
208,253259,1,FUSE0,9,FUSE1,9,FUSE2,8
209,447236,1,FUSE0,9,FUSE1,9,FUSE2,9
210,386735,1,FUSE0,9,FUSE1,9,FUSE2,10
211,314171,2,FUSE0,7,FUSE1,7,FUSE2,8
212,243010,1,FUSE0,8,FUSE1,8,FUSE2,8
213,85452,3,FUSE0,9,FUSE1,9,FUSE2,11
214,251441,1,FUSE0,8,FUSE1,8,FUSE2,8
215,151605,1,FUSE0,9,FUSE1,9,FUSE2,8
216,342213,1,FUSE0,8,FUSE1,8,FUSE2,8
217,415576,1,FUSE0,8,FUSE1,8,FUSE2,8
218,417563,2,FUSE0,8,FUSE1,7,FUSE2,8
219,406483,2,FUSE0,9,FUSE1,8,FUSE2,9
220,442968,1,FUSE0,8,FUSE1,8,FUSE2,9
221,320884,3,FUSE0,9,FUSE1,9,FUSE2,8
222,147249,1,FUSE0,9,FUSE1,9,FUSE2,9
223,376330,2,FUSE0,8,FUSE1,8,FUSE2,8
224,549918,1,FUSE0,8,FUSE1,8,FUSE2,8
225,359674,1,FUSE0,9,FUSE1,9,FUSE2,9
226,561475,1,FUSE0,7,FUSE1,7,FUSE2,8
227,355820,1,FUSE0,8,FUSE1,8,FUSE2,8
228,153130,1,FUSE0,8,FUSE1,8,FUSE2,8
229,105052,1,FUSE0,8,FUSE1,8,FUSE2,7
230,262949,1,FUSE0,9,FUSE1,8,FUSE2,9
231,464659,5,FUSE0,9,FUSE1,9,FUSE2,9
232,413816,3,FUSE0,9,FUSE1,9,FUSE2,9
233,272904,1,FUSE0,8,FUSE1,8,FUSE2,7
234,90324,2,FUSE0,8,FUSE1,8,FUSE2,8
235,548061,1,FUSE0,9,FUSE1,9,FUSE2,8
236,370530,1,FUSE0,9,FUSE1,9,FUSE2,9
237,302055,1,FUSE0,8,FUSE1,8,FUSE2,9
238,471259,2,FUSE0,9,FUSE1,9,FUSE2,8
239,452926,1,FUSE0,8,FUSE1,8,FUSE2,7
240,181198,1,FUSE0,8,FUSE1,8,FUSE2,8
241,120688,1,FUSE0,7,FUSE1,8,FUSE2,8
242,435355,1,FUSE0,7,FUSE1,7,FUSE2,6
243,394374,2,FUSE0,9,FUSE1,9,FUSE2,9
244,331807,1,FUSE0,9,FUSE1,10,FUSE2,10
245,184752,1,FUSE0,8,FUSE1,8,FUSE2,8
246,246813,4,FUSE0,9,FUSE1,9,FUSE2,9
247,22580,2,FUSE0,10,FUSE1,10,FUSE2,11
248,15237,1,FUSE0,8,FUSE1,8,FUSE2,8
249,503210,1,FUSE0,8,FUSE1,8,FUSE2,7
250,523980,1,FUSE0,8,FUSE1,8,FUSE2,9
251,120849,1,FUSE0,7,FUSE1,8,FUSE2,8
252,481440,1,FUSE0,10,FUSE1,10,FUSE2,10
253,180788,1,FUSE0,8,FUSE1,9,FUSE2,9
254,539413,1,FUSE0,7,FUSE1,7,FUSE2,8
255,152504,1,FUSE0,8,FUSE1,8,FUSE2,7
256,203909,1,FUSE0,9,FUSE1,9,FUSE2,9
257,24405,1,FUSE0,7,FUSE1,7,FUSE2,7
258,522814,1,FUSE0,8,FUSE1,8,FUSE2,8
259,319184,1,FUSE0,8,FUSE1,7,FUSE2,8
260,315110,1,FUSE0,9,FUSE1,9,FUSE2,10
261,137742,4,FUSE0,8,FUSE1,8,FUSE2,7
262,512333,1,FUSE0,9,FUSE1,9,FUSE2,9
263,320353,2,FUSE0,9,FUSE1,9,FUSE2,10
264,299395,1,FUSE0,9,FUSE1,8,FUSE2,9
265,167010,1,FUSE0,7,FUSE1,7,FUSE2,8
266,540876,1,FUSE0,7,FUSE1,7,FUSE2,7
267,164053,1,FUSE0,8,FUSE1,8,FUSE2,8
268,393647,1,FUSE0,9,FUSE1,9,FUSE2,10
269,332302,1,FUSE0,7,FUSE1,7,FUSE2,9
270,384183,4,FUSE0,8,FUSE1,8,FUSE2,9
271,344447,5,FUSE0,10,FUSE1,10,FUSE2,9
272,110958,2,FUSE0,7,FUSE1,6,FUSE2,7
273,513697,2,FUSE0,8,FUSE1,8,FUSE2,7
274,136689,1,FUSE0,10,FUSE1,10,FUSE2,9
275,435482,5,FUSE0,8,FUSE1,8,FUSE2,7
276,186266,1,FUSE0,9,FUSE1,9,FUSE2,9
277,327560,1,FUSE0,8,FUSE1,8,FUSE2,8
278,61766,1,FUSE0,7,FUSE1,7,FUSE2,8
279,529858,3,FUSE0,9,FUSE1,9,FUSE2,9
280,215976,1,FUSE0,8,FUSE1,8,FUSE2,9
281,206334,1,FUSE0,8,FUSE1,9,FUSE2,9
282,109745,2,FUSE0,7,FUSE1,7,FUSE2,8
283,277080,5,FUSE0,10,FUSE1,10,FUSE2,10
284,466262,2,FUSE0,9,FUSE1,8,FUSE2,9
285,155917,3,FUSE0,9,FUSE1,9,FUSE2,9
286,529773,3,FUSE0,9,FUSE1,9,FUSE2,9
287,450319,1,FUSE0,9,FUSE1,9,FUSE2,10
288,51060,2,FUSE0,8,FUSE1,8,FUSE2,7
289,338684,1,FUSE0,6,FUSE1,6,FUSE2,7
290,140953,1,FUSE0,8,FUSE1,8,FUSE2,9
291,11177,2,FUSE0,8,FUSE1,8,FUSE2,9
292,343878,1,FUSE0,8,FUSE1,8,FUSE2,7
293,354370,1,FUSE0,8,FUSE1,8,FUSE2,8
294,80409,1,FUSE0,9,FUSE1,9,FUSE2,9
295,367797,1,FUSE0,8,FUSE1,8,FUSE2,9
296,70193,5,FUSE0,9,FUSE1,9,FUSE2,8
297,82457,3,FUSE0,8,FUSE1,8,FUSE2,9
298,428411,2,FUSE0,8,FUSE1,8,FUSE2,7
299,67777,1,FUSE0,8,FUSE1,8,FUSE2,7
300,361952,3,FUSE0,8,FUSE1,8,FUSE2,7
301,204044,1,FUSE0,10,FUSE1,10,FUSE2,9
302,467302,1,FUSE0,7,FUSE1,7,FUSE2,8
303,573550,2,FUSE0,8,FUSE1,8,FUSE2,8
304,354560,1,FUSE0,9,FUSE1,9,FUSE2,10
305,150699,2,FUSE0,8,FUSE1,8,FUSE2,8
306,376889,1,FUSE0,7,FUSE1,7,FUSE2,8
307,469543,1,FUSE0,9,FUSE1,9,FUSE2,8
308,325408,3,FUSE0,9,FUSE1,9,FUSE2,9
309,344323,1,FUSE0,9,FUSE1,9,FUSE2,8
310,50661,1,FUSE0,8,FUSE1,8,FUSE2,9
311,198962,1,FUSE0,9,FUSE1,9,FUSE2,8
312,140637,1,FUSE0,9,FUSE1,9,FUSE2,9
313,380827,1,FUSE0,9,FUSE1,9,FUSE2,8
314,499794,5,FUSE0,6,FUSE1,6,FUSE2,8
315,236389,1,FUSE0,9,FUSE1,9,FUSE2,10
316,470460,2,FUSE0,8,FUSE1,8,FUSE2,7
317,200674,1,FUSE0,8,FUSE1,8,FUSE2,9
318,122041,1,FUSE0,8,FUSE1,8,FUSE2,8
319,355019,1,FUSE0,7,FUSE1,7,FUSE2,8
320,549115,1,FUSE0,8,FUSE1,8,FUSE2,7
321,128944,3,FUSE0,8,FUSE1,8,FUSE2,8
322,531821,1,FUSE0,9,FUSE1,9,FUSE2,9
323,55856,1,FUSE0,8,FUSE1,8,FUSE2,8
324,45699,4,FUSE0,10,FUSE1,9,FUSE2,10
325,484315,3,FUSE0,8,FUSE1,8,FUSE2,9
326,152962,2,FUSE0,9,FUSE1,9,FUSE2,9
327,191881,1,FUSE0,8,FUSE1,8,FUSE2,7
328,410462,1,FUSE0,9,FUSE1,9,FUSE2,10
329,496395,1,FUSE0,8,FUSE1,8,FUSE2,8
330,183477,2,FUSE0,9,FUSE1,9,FUSE2,9
331,189477,1,FUSE0,8,FUSE1,8,FUSE2,9
332,549371,1,FUSE0,8,FUSE1,8,FUSE2,9
333,277410,1,FUSE0,9,FUSE1,9,FUSE2,8
334,303717,2,FUSE0,9,FUSE1,9,FUSE2,10
335,389846,2,FUSE0,8,FUSE1,8,FUSE2,7
336,491684,1,FUSE0,9,FUSE1,9,FUSE2,8
337,438715,1,FUSE0,9,FUSE1,10,FUSE2,10
338,340308,1,FUSE0,7,FUSE1,7,FUSE2,7
339,138861,1,FUSE0,8,FUSE1,8,FUSE2,9
340,280453,2,FUSE0,6,FUSE1,6,FUSE2,6
341,164426,1,FUSE0,7,FUSE1,7,FUSE2,8
342,296155,1,FUSE0,8,FUSE1,8,FUSE2,8
343,94177,1,FUSE0,6,FUSE1,6,FUSE2,7
344,133909,1,FUSE0,7,FUSE1,7,FUSE2,7
345,175016,1,FUSE0,8,FUSE1,7,FUSE2,8
346,217783,1,FUSE0,6,FUSE1,6,FUSE2,7
347,58222,4,FUSE0,11,FUSE1,11,FUSE2,10
348,281447,4,FUSE0,9,FUSE1,9,FUSE2,9
349,156428,1,FUSE0,10,FUSE1,9,FUSE2,10
350,552172,2,FUSE0,9,FUSE1,8,FUSE2,9
