order_id,due date,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,planned_day
181,133085,1,FUSE0,7,FUSE1,7,FUSE2,7,1,5
327,133788,3,FUSE0,8,FUSE1,8,FUSE2,9,1,5
222,134118,1,FUSE0,10,FUSE1,10,FUSE2,10,1,5
296,135027,1,FUSE0,9,FUSE1,9,FUSE2,9,1,5
89,136858,1,FUSE0,9,FUSE1,9,FUSE2,9,1,5
339,137381,1,FUSE0,9,FUSE1,10,FUSE2,10,1,5
272,138675,1,FUSE0,8,FUSE1,8,FUSE2,8,1,5
202,141494,1,FUSE0,9,FUSE1,9,FUSE2,9,1,5
294,142064,1,FUSE0,8,FUSE1,8,FUSE2,8,1,5
330,143034,1,FUSE0,8,FUSE1,8,FUSE2,8,1,5
233,143260,1,FUSE0,7,FUSE1,7,FUSE2,7,1,5
179,143845,1,FUSE0,7,FUSE1,8,FUSE2,8,2,6
6,144231,1,FUSE0,7,FUSE1,7,FUSE2,8,2,6
246,145320,1,FUSE0,7,FUSE1,7,FUSE2,8,2,6
303,147227,1,FUSE0,8,FUSE1,8,FUSE2,8,2,6
76,147309,2,FUSE0,9,FUSE1,9,FUSE2,9,2,6
189,158621,3,FUSE0,7,FUSE1,7,FUSE2,8,2,6
162,163091,1,FUSE0,7,FUSE1,7,FUSE2,7,2,6
320,163658,3,FUSE0,7,FUSE1,7,FUSE2,9,2,6
211,163821,1,FUSE0,9,FUSE1,8,FUSE2,9,2,6
326,165354,1,FUSE0,9,FUSE1,9,FUSE2,8,2,6
63,169516,2,FUSE0,8,FUSE1,8,FUSE2,9,2,6
127,169532,2,FUSE0,8,FUSE1,8,FUSE2,9,2,6
219,170168,4,FUSE0,10,FUSE1,10,FUSE2,11,2,6
257,170188,1,FUSE0,7,FUSE1,7,FUSE2,8,2,6
60,173870,1,FUSE0,8,FUSE1,8,FUSE2,9,2,6
209,174498,2,FUSE0,9,FUSE1,9,FUSE2,10,2,6
14,174616,1,FUSE0,8,FUSE1,8,FUSE2,8,2,6
1,175066,2,FUSE0,9,FUSE1,9,FUSE2,10,2,6
239,176315,1,FUSE0,8,FUSE1,8,FUSE2,7,2,7
259,179144,1,FUSE0,8,FUSE1,8,FUSE2,9,2,7
289,185240,3,FUSE0,8,FUSE1,8,FUSE2,9,2,7
134,186264,2,FUSE0,9,FUSE1,9,FUSE2,9,2,7
101,187070,1,FUSE0,7,FUSE1,7,FUSE2,7,2,7
61,187166,1,FUSE0,9,FUSE1,10,FUSE2,10,2,7
90,187249,4,FUSE0,8,FUSE1,8,FUSE2,9,2,7
213,192227,1,FUSE0,8,FUSE1,8,FUSE2,8,2,7
39,192403,1,FUSE0,9,FUSE1,9,FUSE2,8,2,7
95,196662,1,FUSE0,7,FUSE1,7,FUSE2,9,2,7
18,198074,1,FUSE0,9,FUSE1,9,FUSE2,10,2,7
48,200507,1,FUSE0,8,FUSE1,9,FUSE2,9,2,7
309,202487,1,FUSE0,9,FUSE1,9,FUSE2,8,2,7
311,203167,1,FUSE0,10,FUSE1,10,FUSE2,10,2,7
277,203329,1,FUSE0,9,FUSE1,9,FUSE2,10,2,7
176,203786,5,FUSE0,8,FUSE1,8,FUSE2,9,2,7
287,204078,1,FUSE0,8,FUSE1,8,FUSE2,10,2,7
337,204854,1,FUSE0,8,FUSE1,7,FUSE2,8,2,8
184,205447,1,FUSE0,10,FUSE1,10,FUSE2,10,2,8
306,210712,1,FUSE0,9,FUSE1,9,FUSE2,10,2,8
135,211353,3,FUSE0,6,FUSE1,7,FUSE2,7,2,8
255,211598,1,FUSE0,9,FUSE1,9,FUSE2,10,2,8
293,213021,4,FUSE0,8,FUSE1,8,FUSE2,9,2,8
197,215356,1,FUSE0,9,FUSE1,9,FUSE2,8,2,8
244,216115,5,FUSE0,8,FUSE1,9,FUSE2,9,2,8
69,216523,1,FUSE0,10,FUSE1,10,FUSE2,9,2,8
24,216540,2,FUSE0,7,FUSE1,7,FUSE2,8,2,8
282,218164,1,FUSE0,7,FUSE1,7,FUSE2,7,2,8
322,222919,3,FUSE0,10,FUSE1,10,FUSE2,10,2,8
40,223299,1,FUSE0,8,FUSE1,9,FUSE2,9,2,8
144,224442,2,FUSE0,7,FUSE1,7,FUSE2,8,2,8
225,226402,4,FUSE0,9,FUSE1,9,FUSE2,9,2,8
51,229449,1,FUSE0,9,FUSE1,9,FUSE2,9,2,8
47,231913,1,FUSE0,9,FUSE1,9,FUSE2,9,2,8
334,232697,1,FUSE0,7,FUSE1,7,FUSE2,8,2,9
62,234162,1,FUSE0,8,FUSE1,8,FUSE2,7,2,9
281,236530,4,FUSE0,10,FUSE1,10,FUSE2,9,2,9
325,237900,1,FUSE0,9,FUSE1,9,FUSE2,9,2,9
42,238444,1,FUSE0,8,FUSE1,8,FUSE2,7,2,9
193,241703,1,FUSE0,8,FUSE1,8,FUSE2,9,2,9
312,244004,1,FUSE0,9,FUSE1,9,FUSE2,9,2,9
199,244319,1,FUSE0,9,FUSE1,9,FUSE2,8,2,9
263,244562,4,FUSE0,10,FUSE1,10,FUSE2,9,2,9
100,245090,5,FUSE0,10,FUSE1,9,FUSE2,10,2,9
49,247442,1,FUSE0,8,FUSE1,8,FUSE2,8,2,9
82,248130,4,FUSE0,10,FUSE1,10,FUSE2,9,2,9
203,249073,4,FUSE0,9,FUSE1,9,FUSE2,10,2,9
115,250451,1,FUSE0,9,FUSE1,9,FUSE2,8,2,9
159,252848,4,FUSE0,9,FUSE1,9,FUSE2,9,2,9
241,253500,1,FUSE0,8,FUSE1,7,FUSE2,8,2,9
114,253975,2,FUSE0,8,FUSE1,8,FUSE2,8,2,10
125,254748,2,FUSE0,8,FUSE1,8,FUSE2,7,2,10
329,256956,1,FUSE0,7,FUSE1,8,FUSE2,8,2,10
331,257231,2,FUSE0,8,FUSE1,8,FUSE2,7,2,10
3,261050,1,FUSE0,8,FUSE1,8,FUSE2,9,2,10
169,263376,4,FUSE0,6,FUSE1,6,FUSE2,7,2,10
20,263834,1,FUSE0,8,FUSE1,8,FUSE2,8,2,10
238,263860,2,FUSE0,8,FUSE1,8,FUSE2,8,2,10
171,267865,1,FUSE0,10,FUSE1,10,FUSE2,10,2,10
228,270776,4,FUSE0,9,FUSE1,9,FUSE2,10,2,10
333,271693,1,FUSE0,9,FUSE1,9,FUSE2,8,2,10
84,271829,1,FUSE0,7,FUSE1,7,FUSE2,7,2,10
269,272112,1,FUSE0,10,FUSE1,9,FUSE2,10,2,10
35,274397,1,FUSE0,8,FUSE1,8,FUSE2,7,2,10
278,274827,4,FUSE0,8,FUSE1,8,FUSE2,9,2,10
28,280331,1,FUSE0,10,FUSE1,10,FUSE2,10,2,10
136,280633,3,FUSE0,8,FUSE1,8,FUSE2,9,2,10
295,281412,1,FUSE0,9,FUSE1,8,FUSE2,9,2,10
67,281875,1,FUSE0,7,FUSE1,7,FUSE2,7,3,11
248,282802,1,FUSE0,10,FUSE1,10,FUSE2,9,3,11
212,283131,4,FUSE0,7,FUSE1,7,FUSE2,8,3,11
111,285010,1,FUSE0,9,FUSE1,9,FUSE2,8,3,11
158,285352,1,FUSE0,9,FUSE1,9,FUSE2,10,3,11
102,289824,1,FUSE0,8,FUSE1,8,FUSE2,9,3,11
191,291152,1,FUSE0,8,FUSE1,8,FUSE2,8,3,11
210,292524,1,FUSE0,8,FUSE1,8,FUSE2,7,3,11
341,294450,1,FUSE0,8,FUSE1,8,FUSE2,9,3,11
145,295100,1,FUSE0,9,FUSE1,9,FUSE2,10,3,11
273,296963,2,FUSE0,8,FUSE1,8,FUSE2,7,3,11
260,302456,1,FUSE0,10,FUSE1,10,FUSE2,10,3,11
104,302833,4,FUSE0,10,FUSE1,10,FUSE2,10,3,11
207,304218,1,FUSE0,8,FUSE1,8,FUSE2,9,3,11
205,304494,3,FUSE0,8,FUSE1,8,FUSE2,7,3,11
286,305387,1,FUSE0,8,FUSE1,8,FUSE2,9,3,11
92,305432,1,FUSE0,7,FUSE1,7,FUSE2,6,3,11
99,308753,1,FUSE0,6,FUSE1,6,FUSE2,7,3,12
304,308769,1,FUSE0,8,FUSE1,9,FUSE2,9,3,12
324,312434,3,FUSE0,8,FUSE1,8,FUSE2,9,3,12
54,314153,1,FUSE0,8,FUSE1,8,FUSE2,7,3,12
332,315153,4,FUSE0,9,FUSE1,9,FUSE2,8,3,12
59,320284,1,FUSE0,8,FUSE1,8,FUSE2,8,3,12
68,322233,1,FUSE0,9,FUSE1,9,FUSE2,10,3,12
131,324178,4,FUSE0,9,FUSE1,9,FUSE2,8,3,12
75,324397,2,FUSE0,9,FUSE1,9,FUSE2,9,3,12
231,326375,1,FUSE0,8,FUSE1,8,FUSE2,9,3,12
164,327909,1,FUSE0,7,FUSE1,7,FUSE2,8,3,12
291,327961,2,FUSE0,9,FUSE1,9,FUSE2,8,3,12
93,330392,1,FUSE0,7,FUSE1,6,FUSE2,7,3,12
274,330537,4,FUSE0,8,FUSE1,8,FUSE2,8,3,12
170,332580,1,FUSE0,9,FUSE1,9,FUSE2,10,3,12
123,333708,2,FUSE0,9,FUSE1,8,FUSE2,9,3,12
177,333901,1,FUSE0,9,FUSE1,9,FUSE2,9,3,12
150,334292,1,FUSE0,9,FUSE1,9,FUSE2,9,3,12
157,334870,1,FUSE0,7,FUSE1,7,FUSE2,8,3,13
301,335023,1,FUSE0,10,FUSE1,10,FUSE2,9,3,13
44,336737,1,FUSE0,7,FUSE1,7,FUSE2,8,3,13
214,336845,1,FUSE0,6,FUSE1,6,FUSE2,7,3,13
19,337089,1,FUSE0,9,FUSE1,10,FUSE2,10,3,13
107,338154,1,FUSE0,8,FUSE1,8,FUSE2,8,3,13
234,338910,1,FUSE0,8,FUSE1,8,FUSE2,9,3,13
168,343584,1,FUSE0,7,FUSE1,7,FUSE2,8,3,13
247,345789,1,FUSE0,9,FUSE1,8,FUSE2,9,3,13
139,346004,4,FUSE0,10,FUSE1,10,FUSE2,9,3,13
340,357295,1,FUSE0,8,FUSE1,7,FUSE2,8,3,13
109,358805,1,FUSE0,8,FUSE1,8,FUSE2,8,3,13
52,364243,1,FUSE0,7,FUSE1,7,FUSE2,8,3,13
153,365382,5,FUSE0,8,FUSE1,9,FUSE2,8,3,13
271,366467,2,FUSE0,8,FUSE1,8,FUSE2,9,3,13
265,368135,1,FUSE0,8,FUSE1,8,FUSE2,8,3,13
252,371109,1,FUSE0,9,FUSE1,8,FUSE2,9,3,13
288,373466,1,FUSE0,8,FUSE1,8,FUSE2,8,3,13
276,373976,1,FUSE0,9,FUSE1,8,FUSE2,9,3,14
86,374007,1,FUSE0,8,FUSE1,8,FUSE2,9,3,14
23,374083,1,FUSE0,7,FUSE1,8,FUSE2,8,3,14
113,376299,1,FUSE0,8,FUSE1,8,FUSE2,8,3,14
192,376896,3,FUSE0,8,FUSE1,8,FUSE2,8,3,14
178,377877,2,FUSE0,9,FUSE1,9,FUSE2,8,3,14
78,378579,1,FUSE0,8,FUSE1,8,FUSE2,7,3,14
200,379385,2,FUSE0,8,FUSE1,8,FUSE2,9,3,14
347,382963,2,FUSE0,8,FUSE1,8,FUSE2,8,3,14
224,385840,3,FUSE0,8,FUSE1,8,FUSE2,9,3,14
342,388148,1,FUSE0,9,FUSE1,8,FUSE2,9,3,14
190,388526,3,FUSE0,9,FUSE1,9,FUSE2,8,3,14
147,389423,1,FUSE0,8,FUSE1,8,FUSE2,7,3,14
129,391381,2,FUSE0,9,FUSE1,9,FUSE2,10,3,14
254,393683,2,FUSE0,7,FUSE1,7,FUSE2,8,3,14
258,393853,1,FUSE0,8,FUSE1,8,FUSE2,7,3,14
264,394956,1,FUSE0,9,FUSE1,9,FUSE2,8,3,14
319,394972,1,FUSE0,8,FUSE1,7,FUSE2,8,3,15
72,397940,2,FUSE0,8,FUSE1,8,FUSE2,9,3,15
297,399335,1,FUSE0,9,FUSE1,8,FUSE2,9,3,15
284,400367,1,FUSE0,7,FUSE1,7,FUSE2,8,3,15
105,401813,1,FUSE0,8,FUSE1,8,FUSE2,9,3,15
11,404556,5,FUSE0,8,FUSE1,8,FUSE2,8,3,15
344,406298,1,FUSE0,9,FUSE1,9,FUSE2,10,3,15
106,410031,1,FUSE0,9,FUSE1,9,FUSE2,9,3,15
173,412265,1,FUSE0,10,FUSE1,10,FUSE2,9,3,15
242,417241,1,FUSE0,8,FUSE1,8,FUSE2,7,3,15
160,418014,3,FUSE0,10,FUSE1,10,FUSE2,9,3,15
215,418923,1,FUSE0,8,FUSE1,8,FUSE2,7,3,15
118,419936,1,FUSE0,9,FUSE1,9,FUSE2,10,3,15
15,419992,3,FUSE0,9,FUSE1,9,FUSE2,8,3,15
187,420137,1,FUSE0,9,FUSE1,9,FUSE2,10,3,15
31,421331,1,FUSE0,9,FUSE1,9,FUSE2,8,3,15
108,421403,1,FUSE0,8,FUSE1,8,FUSE2,7,3,15
236,424548,1,FUSE0,8,FUSE1,8,FUSE2,8,4,16
314,424674,1,FUSE0,10,FUSE1,10,FUSE2,9,4,16
336,426358,1,FUSE0,8,FUSE1,8,FUSE2,7,4,16
175,428420,1,FUSE0,10,FUSE1,10,FUSE2,10,4,16
349,429847,1,FUSE0,8,FUSE1,8,FUSE2,9,4,16
154,431737,1,FUSE0,9,FUSE1,9,FUSE2,9,4,16
70,433014,1,FUSE0,7,FUSE1,8,FUSE2,8,4,16
261,433443,1,FUSE0,8,FUSE1,8,FUSE2,8,4,16
229,434029,1,FUSE0,9,FUSE1,9,FUSE2,8,4,16
165,440861,1,FUSE0,7,FUSE1,7,FUSE2,8,4,16
163,444049,1,FUSE0,8,FUSE1,7,FUSE2,8,4,16
161,445031,3,FUSE0,9,FUSE1,9,FUSE2,9,4,16
50,445288,1,FUSE0,8,FUSE1,8,FUSE2,9,4,16
16,446663,1,FUSE0,8,FUSE1,7,FUSE2,8,4,16
256,446974,1,FUSE0,7,FUSE1,7,FUSE2,7,4,16
172,447537,2,FUSE0,10,FUSE1,10,FUSE2,11,4,16
315,448592,1,FUSE0,8,FUSE1,8,FUSE2,8,4,16
195,453136,1,FUSE0,9,FUSE1,9,FUSE2,9,4,16
71,453252,1,FUSE0,8,FUSE1,8,FUSE2,8,4,17
64,455142,1,FUSE0,8,FUSE1,8,FUSE2,9,4,17
74,457855,1,FUSE0,8,FUSE1,8,FUSE2,9,4,17
96,459140,1,FUSE0,9,FUSE1,9,FUSE2,9,4,17
280,461406,1,FUSE0,7,FUSE1,7,FUSE2,8,4,17
29,463534,1,FUSE0,8,FUSE1,8,FUSE2,8,4,17
83,470758,1,FUSE0,9,FUSE1,9,FUSE2,10,4,17
148,473824,1,FUSE0,9,FUSE1,9,FUSE2,10,4,17
182,475246,1,FUSE0,9,FUSE1,9,FUSE2,10,4,17
345,477090,1,FUSE0,7,FUSE1,7,FUSE2,8,4,17
56,477638,2,FUSE0,8,FUSE1,8,FUSE2,9,4,17
121,477771,1,FUSE0,9,FUSE1,9,FUSE2,8,4,17
335,479336,3,FUSE0,8,FUSE1,8,FUSE2,9,4,17
120,480112,1,FUSE0,8,FUSE1,7,FUSE2,8,4,17
110,480456,5,FUSE0,8,FUSE1,8,FUSE2,9,4,17
290,481926,1,FUSE0,8,FUSE1,8,FUSE2,8,4,17
155,482470,1,FUSE0,9,FUSE1,9,FUSE2,8,4,17
208,484615,1,FUSE0,8,FUSE1,8,FUSE2,8,4,18
194,484888,1,FUSE0,10,FUSE1,10,FUSE2,10,4,18
317,485246,1,FUSE0,8,FUSE1,7,FUSE2,8,4,18
77,486061,1,FUSE0,8,FUSE1,8,FUSE2,9,4,18
167,492390,1,FUSE0,9,FUSE1,9,FUSE2,8,4,18
94,492632,2,FUSE0,9,FUSE1,9,FUSE2,10,4,18
146,493038,1,FUSE0,8,FUSE1,8,FUSE2,8,4,18
151,495728,3,FUSE0,8,FUSE1,8,FUSE2,9,4,18
122,497087,2,FUSE0,9,FUSE1,9,FUSE2,10,4,18
81,497518,1,FUSE0,10,FUSE1,10,FUSE2,9,4,18
98,498238,1,FUSE0,9,FUSE1,8,FUSE2,9,4,18
88,498458,3,FUSE0,8,FUSE1,8,FUSE2,9,4,18
307,501476,1,FUSE0,8,FUSE1,8,FUSE2,8,4,18
275,502245,1,FUSE0,7,FUSE1,7,FUSE2,7,4,18
85,504605,1,FUSE0,8,FUSE1,9,FUSE2,9,4,18
8,505477,5,FUSE0,8,FUSE1,9,FUSE2,9,4,18
318,507497,2,FUSE0,8,FUSE1,8,FUSE2,9,4,18
283,509304,2,FUSE0,9,FUSE1,9,FUSE2,10,4,19
149,511482,1,FUSE0,9,FUSE1,9,FUSE2,8,4,19
21,511743,4,FUSE0,7,FUSE1,7,FUSE2,7,4,19
305,517763,1,FUSE0,8,FUSE1,8,FUSE2,9,4,19
141,517846,2,FUSE0,10,FUSE1,10,FUSE2,9,4,19
5,519678,2,FUSE0,8,FUSE1,8,FUSE2,9,4,19
156,520077,2,FUSE0,9,FUSE1,9,FUSE2,10,4,19
253,520599,3,FUSE0,8,FUSE1,8,FUSE2,10,4,19
66,522466,1,FUSE0,9,FUSE1,9,FUSE2,10,4,19
206,524248,4,FUSE0,7,FUSE1,7,FUSE2,7,4,19
41,526389,4,FUSE0,9,FUSE1,9,FUSE2,10,4,19
25,526396,1,FUSE0,7,FUSE1,7,FUSE2,7,4,19
10,530923,1,FUSE0,7,FUSE1,7,FUSE2,7,4,19
73,536706,5,FUSE0,7,FUSE1,7,FUSE2,8,4,19
80,537605,1,FUSE0,7,FUSE1,7,FUSE2,6,4,19
79,537960,3,FUSE0,9,FUSE1,9,FUSE2,10,4,19
185,540553,1,FUSE0,9,FUSE1,9,FUSE2,8,4,19
36,542271,1,FUSE0,9,FUSE1,9,FUSE2,9,4,20
137,544939,1,FUSE0,9,FUSE1,9,FUSE2,8,4,20
132,546394,1,FUSE0,9,FUSE1,9,FUSE2,10,4,20
87,550949,1,FUSE0,8,FUSE1,8,FUSE2,7,4,20
316,553715,1,FUSE0,8,FUSE1,8,FUSE2,9,4,20
166,554962,1,FUSE0,7,FUSE1,7,FUSE2,6,4,20
292,556352,1,FUSE0,7,FUSE1,8,FUSE2,8,4,20
117,558415,1,FUSE0,7,FUSE1,7,FUSE2,8,4,20
119,561357,5,FUSE0,9,FUSE1,9,FUSE2,9,4,20
188,563858,1,FUSE0,8,FUSE1,8,FUSE2,7,4,20
223,564267,2,FUSE0,8,FUSE1,8,FUSE2,9,4,20
249,564940,1,FUSE0,9,FUSE1,9,FUSE2,9,4,20
328,566370,5,FUSE0,8,FUSE1,7,FUSE2,8,4,20
348,566942,1,FUSE0,8,FUSE1,8,FUSE2,8,4,20
338,566992,1,FUSE0,8,FUSE1,8,FUSE2,7,4,20
226,567544,1,FUSE0,7,FUSE1,7,FUSE2,7,4,20
186,568747,2,FUSE0,8,FUSE1,7,FUSE2,8,4,20
313,569329,1,FUSE0,9,FUSE1,8,FUSE2,9,4,20
152,571064,2,FUSE0,7,FUSE1,8,FUSE2,8,5,21
58,573915,3,FUSE0,8,FUSE1,9,FUSE2,9,5,21
