order_id,due date,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2
124,315063,1,FUSE0,9,FUSE1,8,FUSE2,9
125,452220,2,FUSE0,8,FUSE1,8,FUSE2,8
126,92790,1,FUSE0,9,FUSE1,9,FUSE2,8
127,314286,1,FUSE0,8,FUSE1,8,FUSE2,9
128,309526,1,FUSE0,9,FUSE1,9,FUSE2,10
129,153497,2,FUSE0,8,FUSE1,9,FUSE2,9
130,328758,2,FUSE0,9,FUSE1,9,FUSE2,8
131,462157,1,FUSE0,9,FUSE1,9,FUSE2,10
132,448800,1,FUSE0,8,FUSE1,8,FUSE2,7
133,173231,5,FUSE0,9,FUSE1,9,FUSE2,9
134,84143,3,FUSE0,7,FUSE1,7,FUSE2,7
135,135344,2,FUSE0,8,FUSE1,8,FUSE2,7
136,431841,1,FUSE0,9,FUSE1,9,FUSE2,8
137,361138,1,FUSE0,9,FUSE1,9,FUSE2,9
138,286157,2,FUSE0,9,FUSE1,9,FUSE2,10
139,229862,1,FUSE0,8,FUSE1,8,FUSE2,7
140,197464,2,FUSE0,8,FUSE1,8,FUSE2,9
141,277850,1,FUSE0,9,FUSE1,9,FUSE2,9
142,448498,3,FUSE0,8,FUSE1,8,FUSE2,9
143,284154,4,FUSE0,8,FUSE1,8,FUSE2,9
144,482775,3,FUSE0,7,FUSE1,7,FUSE2,8
145,454403,1,FUSE0,8,FUSE1,8,FUSE2,7
146,14825,1,FUSE0,9,FUSE1,9,FUSE2,10
147,413696,1,FUSE0,8,FUSE1,8,FUSE2,8
148,322920,1,FUSE0,6,FUSE1,6,FUSE2,7
149,561493,1,FUSE0,8,FUSE1,8,FUSE2,7
150,475250,1,FUSE0,9,FUSE1,8,FUSE2,9
151,59976,1,FUSE0,8,FUSE1,8,FUSE2,7
152,110790,4,FUSE0,7,FUSE1,7,FUSE2,6
153,354746,3,FUSE0,9,FUSE1,9,FUSE2,10
154,571840,5,FUSE0,7,FUSE1,7,FUSE2,8
155,317767,3,FUSE0,9,FUSE1,9,FUSE2,9
156,203034,2,FUSE0,8,FUSE1,8,FUSE2,7
157,282813,2,FUSE0,9,FUSE1,9,FUSE2,9
158,400805,1,FUSE0,10,FUSE1,10,FUSE2,9
159,250834,1,FUSE0,8,FUSE1,8,FUSE2,9
160,387338,1,FUSE0,9,FUSE1,9,FUSE2,10
161,359766,1,FUSE0,7,FUSE1,7,FUSE2,7
162,232648,1,FUSE0,9,FUSE1,9,FUSE2,9
163,544162,1,FUSE0,9,FUSE1,9,FUSE2,8
164,270504,4,FUSE0,9,FUSE1,9,FUSE2,10
165,316849,2,FUSE0,8,FUSE1,9,FUSE2,9
166,266085,1,FUSE0,7,FUSE1,7,FUSE2,7
167,77627,1,FUSE0,8,FUSE1,8,FUSE2,9
168,545494,1,FUSE0,7,FUSE1,7,FUSE2,8
169,191173,1,FUSE0,9,FUSE1,9,FUSE2,9
170,567949,2,FUSE0,8,FUSE1,8,FUSE2,8
171,306584,5,FUSE0,8,FUSE1,8,FUSE2,8
172,25595,3,FUSE0,8,FUSE1,8,FUSE2,8
173,165269,1,FUSE0,9,FUSE1,9,FUSE2,8
174,225281,2,FUSE0,7,FUSE1,7,FUSE2,7
175,572833,1,FUSE0,10,FUSE1,10,FUSE2,12
176,107374,2,FUSE0,9,FUSE1,9,FUSE2,8
177,290411,1,FUSE0,9,FUSE1,9,FUSE2,9
178,486428,2,FUSE0,8,FUSE1,8,FUSE2,7
179,309391,2,FUSE0,9,FUSE1,9,FUSE2,10
180,282224,2,FUSE0,8,FUSE1,8,FUSE2,7
181,36951,1,FUSE0,7,FUSE1,7,FUSE2,8
182,407994,2,FUSE0,7,FUSE1,7,FUSE2,8
183,287385,2,FUSE0,10,FUSE1,10,FUSE2,9
184,372099,1,FUSE0,7,FUSE1,7,FUSE2,8
185,22376,3,FUSE0,7,FUSE1,7,FUSE2,8
186,558702,1,FUSE0,8,FUSE1,8,FUSE2,7
187,207884,1,FUSE0,8,FUSE1,8,FUSE2,8
188,10315,1,FUSE0,9,FUSE1,10,FUSE2,10
189,428717,2,FUSE0,7,FUSE1,7,FUSE2,8
190,494002,3,FUSE0,8,FUSE1,8,FUSE2,9
191,480171,5,FUSE0,8,FUSE1,8,FUSE2,9
192,396144,2,FUSE0,9,FUSE1,9,FUSE2,10
193,457751,1,FUSE0,10,FUSE1,10,FUSE2,11
194,87990,1,FUSE0,8,FUSE1,8,FUSE2,7
195,369586,1,FUSE0,7,FUSE1,7,FUSE2,7
196,384504,1,FUSE0,8,FUSE1,8,FUSE2,7
197,444021,1,FUSE0,8,FUSE1,8,FUSE2,8
198,391140,1,FUSE0,10,FUSE1,10,FUSE2,10
199,376789,1,FUSE0,7,FUSE1,7,FUSE2,7
200,87700,1,FUSE0,8,FUSE1,8,FUSE2,9
201,356940,3,FUSE0,9,FUSE1,9,FUSE2,9
202,66291,1,FUSE0,10,FUSE1,10,FUSE2,10
203,546444,1,FUSE0,7,FUSE1,7,FUSE2,8
204,442739,1,FUSE0,8,FUSE1,8,FUSE2,8
205,391094,1,FUSE0,8,FUSE1,8,FUSE2,9
206,398833,1,FUSE0,9,FUSE1,9,FUSE2,8
207,158568,1,FUSE0,8,FUSE1,8,FUSE2,8
208,346982,1,FUSE0,9,FUSE1,8,FUSE2,9
209,34688,5,FUSE0,8,FUSE1,8,FUSE2,9
210,272667,5,FUSE0,8,FUSE1,8,FUSE2,8
211,215561,5,FUSE0,7,FUSE1,7,FUSE2,8
212,84325,2,FUSE0,9,FUSE1,9,FUSE2,10
213,344377,1,FUSE0,10,FUSE1,10,FUSE2,10
214,405377,1,FUSE0,8,FUSE1,8,FUSE2,7
215,561104,1,FUSE0,8,FUSE1,7,FUSE2,8
216,259996,1,FUSE0,8,FUSE1,8,FUSE2,9
217,455863,1,FUSE0,9,FUSE1,9,FUSE2,8
218,484656,1,FUSE0,9,FUSE1,9,FUSE2,10
219,360159,1,FUSE0,8,FUSE1,9,FUSE2,8
220,298733,1,FUSE0,9,FUSE1,9,FUSE2,8
221,270858,4,FUSE0,9,FUSE1,9,FUSE2,10
222,318333,4,FUSE0,8,FUSE1,8,FUSE2,9
223,115519,2,FUSE0,9,FUSE1,9,FUSE2,10
224,27575,1,FUSE0,8,FUSE1,8,FUSE2,8
225,408880,1,FUSE0,8,FUSE1,8,FUSE2,8
226,440179,1,FUSE0,8,FUSE1,8,FUSE2,8
227,171954,1,FUSE0,9,FUSE1,9,FUSE2,9
228,317244,1,FUSE0,9,FUSE1,8,FUSE2,9
229,413609,1,FUSE0,7,FUSE1,7,FUSE2,7
230,157934,1,FUSE0,7,FUSE1,7,FUSE2,7
231,151148,1,FUSE0,9,FUSE1,9,FUSE2,10
232,229916,1,FUSE0,9,FUSE1,9,FUSE2,8
233,421958,1,FUSE0,9,FUSE1,9,FUSE2,9
234,292880,1,FUSE0,9,FUSE1,9,FUSE2,9
235,43414,1,FUSE0,8,FUSE1,8,FUSE2,8
236,248517,2,FUSE0,9,FUSE1,9,FUSE2,8
237,490827,1,FUSE0,9,FUSE1,9,FUSE2,9
238,533699,2,FUSE0,8,FUSE1,8,FUSE2,8
239,563883,1,FUSE0,9,FUSE1,9,FUSE2,9
240,265732,1,FUSE0,8,FUSE1,8,FUSE2,9
241,120507,2,FUSE0,11,FUSE1,11,FUSE2,11
242,291834,5,FUSE0,8,FUSE1,8,FUSE2,8
243,386385,2,FUSE0,7,FUSE1,7,FUSE2,8
244,268669,1,FUSE0,7,FUSE1,7,FUSE2,8
245,540397,1,FUSE0,9,FUSE1,9,FUSE2,9
246,10198,1,FUSE0,8,FUSE1,8,FUSE2,8
247,539092,1,FUSE0,9,FUSE1,9,FUSE2,9
248,471301,1,FUSE0,9,FUSE1,9,FUSE2,9
249,169601,3,FUSE0,8,FUSE1,8,FUSE2,9
250,244999,1,FUSE0,10,FUSE1,9,FUSE2,10
251,528657,1,FUSE0,9,FUSE1,9,FUSE2,9
252,473279,1,FUSE0,10,FUSE1,10,FUSE2,10
253,481953,1,FUSE0,7,FUSE1,7,FUSE2,8
254,418061,2,FUSE0,8,FUSE1,8,FUSE2,8
255,271045,1,FUSE0,8,FUSE1,8,FUSE2,7
256,85804,1,FUSE0,9,FUSE1,9,FUSE2,9
257,411145,1,FUSE0,7,FUSE1,7,FUSE2,8
258,235823,1,FUSE0,9,FUSE1,9,FUSE2,8
259,465427,4,FUSE0,9,FUSE1,9,FUSE2,9
260,167107,2,FUSE0,8,FUSE1,8,FUSE2,9
261,314868,5,FUSE0,9,FUSE1,9,FUSE2,9
262,478687,1,FUSE0,8,FUSE1,9,FUSE2,9
263,422076,1,FUSE0,9,FUSE1,8,FUSE2,9
264,567343,1,FUSE0,7,FUSE1,7,FUSE2,8
265,562300,1,FUSE0,9,FUSE1,9,FUSE2,8
266,12545,1,FUSE0,9,FUSE1,9,FUSE2,9
267,481331,2,FUSE0,8,FUSE1,8,FUSE2,9
268,478092,1,FUSE0,9,FUSE1,9,FUSE2,8
269,553804,1,FUSE0,8,FUSE1,8,FUSE2,8
270,225967,1,FUSE0,9,FUSE1,9,FUSE2,8
271,33397,1,FUSE0,8,FUSE1,8,FUSE2,7
272,59285,4,FUSE0,7,FUSE1,7,FUSE2,7
273,446897,1,FUSE0,8,FUSE1,8,FUSE2,8
274,445061,4,FUSE0,8,FUSE1,8,FUSE2,8
275,80902,2,FUSE0,6,FUSE1,6,FUSE2,6
276,283542,5,FUSE0,7,FUSE1,8,FUSE2,8
277,25870,1,FUSE0,7,FUSE1,7,FUSE2,7
278,288064,1,FUSE0,10,FUSE1,10,FUSE2,9
279,162506,1,FUSE0,8,FUSE1,8,FUSE2,8
280,48720,1,FUSE0,9,FUSE1,9,FUSE2,9
281,236641,1,FUSE0,8,FUSE1,8,FUSE2,8
282,400682,2,FUSE0,9,FUSE1,9,FUSE2,9
283,382467,1,FUSE0,8,FUSE1,8,FUSE2,9
284,370315,3,FUSE0,8,FUSE1,8,FUSE2,9
285,233774,1,FUSE0,7,FUSE1,7,FUSE2,6
286,403101,1,FUSE0,8,FUSE1,8,FUSE2,9
287,421522,1,FUSE0,9,FUSE1,9,FUSE2,9
288,164451,1,FUSE0,9,FUSE1,9,FUSE2,8
289,52880,2,FUSE0,7,FUSE1,7,FUSE2,6
290,546830,5,FUSE0,8,FUSE1,8,FUSE2,8
291,497650,1,FUSE0,7,FUSE1,8,FUSE2,8
292,478043,1,FUSE0,10,FUSE1,10,FUSE2,9
293,263614,1,FUSE0,8,FUSE1,8,FUSE2,7
294,478317,1,FUSE0,7,FUSE1,8,FUSE2,8
295,302716,1,FUSE0,9,FUSE1,9,FUSE2,9
296,451583,1,FUSE0,8,FUSE1,7,FUSE2,8
297,564820,1,FUSE0,9,FUSE1,8,FUSE2,9
298,427471,1,FUSE0,8,FUSE1,8,FUSE2,8
299,111769,1,FUSE0,10,FUSE1,10,FUSE2,10
300,11396,2,FUSE0,8,FUSE1,8,FUSE2,9
301,332914,1,FUSE0,8,FUSE1,8,FUSE2,7
302,419018,1,FUSE0,5,FUSE1,6,FUSE2,6
303,91925,1,FUSE0,8,FUSE1,8,FUSE2,9
304,64193,1,FUSE0,8,FUSE1,8,FUSE2,9
305,482550,2,FUSE0,8,FUSE1,8,FUSE2,9
306,494439,1,FUSE0,8,FUSE1,8,FUSE2,8
307,282320,1,FUSE0,9,FUSE1,9,FUSE2,8
308,19301,1,FUSE0,8,FUSE1,8,FUSE2,9
309,253499,3,FUSE0,10,FUSE1,10,FUSE2,9
310,275528,1,FUSE0,9,FUSE1,8,FUSE2,9
311,83500,2,FUSE0,9,FUSE1,9,FUSE2,8
312,519817,2,FUSE0,8,FUSE1,8,FUSE2,8
313,528698,2,FUSE0,10,FUSE1,9,FUSE2,10
314,278497,1,FUSE0,8,FUSE1,8,FUSE2,8
315,245810,1,FUSE0,9,FUSE1,8,FUSE2,9
316,95330,2,FUSE0,9,FUSE1,9,FUSE2,11
317,9694,2,FUSE0,8,FUSE1,8,FUSE2,8
318,478293,3,FUSE0,8,FUSE1,8,FUSE2,9
319,313969,1,FUSE0,8,FUSE1,8,FUSE2,8
320,212851,2,FUSE0,8,FUSE1,9,FUSE2,9
321,197594,3,FUSE0,7,FUSE1,7,FUSE2,8
322,78311,1,FUSE0,8,FUSE1,8,FUSE2,8
323,151663,1,FUSE0,9,FUSE1,9,FUSE2,9
324,509218,1,FUSE0,10,FUSE1,10,FUSE2,11
325,40005,1,FUSE0,8,FUSE1,8,FUSE2,8
326,10248,1,FUSE0,8,FUSE1,8,FUSE2,9
327,420034,3,FUSE0,9,FUSE1,10,FUSE2,10
328,62059,1,FUSE0,7,FUSE1,7,FUSE2,8
329,394526,1,FUSE0,9,FUSE1,9,FUSE2,10
330,556353,1,FUSE0,9,FUSE1,9,FUSE2,10
331,524890,3,FUSE0,7,FUSE1,7,FUSE2,8
332,182778,1,FUSE0,9,FUSE1,9,FUSE2,9
333,312934,3,FUSE0,7,FUSE1,7,FUSE2,6
334,249490,1,FUSE0,8,FUSE1,8,FUSE2,9
335,335069,1,FUSE0,8,FUSE1,8,FUSE2,9
336,468446,1,FUSE0,9,FUSE1,9,FUSE2,9
337,329179,1,FUSE0,8,FUSE1,7,FUSE2,8
338,494347,1,FUSE0,7,FUSE1,7,FUSE2,6
339,35058,2,FUSE0,8,FUSE1,8,FUSE2,9
340,335961,3,FUSE0,8,FUSE1,8,FUSE2,9
341,65845,5,FUSE0,8,FUSE1,8,FUSE2,8
342,179433,3,FUSE0,9,FUSE1,9,FUSE2,9
343,120075,4,FUSE0,9,FUSE1,9,FUSE2,10
344,67593,1,FUSE0,8,FUSE1,8,FUSE2,7
345,169244,2,FUSE0,8,FUSE1,8,FUSE2,9
346,145296,1,FUSE0,8,FUSE1,7,FUSE2,8
347,235108,3,FUSE0,7,FUSE1,7,FUSE2,8
348,410300,1,FUSE0,7,FUSE1,7,FUSE2,7
349,48679,1,FUSE0,9,FUSE1,9,FUSE2,9
350,460528,1,FUSE0,7,FUSE1,7,FUSE2,8
